"date","commune","case_true","case_lowCI","case_med","case_uppCI","pop","inc_true","inc_lowCI","inc_med","inc_uppCI","hist_year","season","month_lab"
2023-05-01,"MAROHARATRA",NA,668,883,1168,15148,NA,44.1295233340765,58.2868139748065,77.1348532496591,2,"2023/2024","May"
2023-05-01,"MAROTOKO",NA,395,553,775,8723,NA,45.3299678732283,63.3981016383124,88.8054282724075,2,"2023/2024","May"
2023-05-01,"RANOMAFANA",NA,177,239,324,16632,NA,10.6297960531002,14.3961026234869,19.508216942149,2,"2023/2024","May"
2023-05-01,"TSARATANANA",NA,1196,1531,1959,31246,NA,38.2894600235708,48.9857438935486,62.6871046452046,2,"2023/2024","May"
2023-06-01,"AMBIABE",NA,292,402,555,12044,NA,24.2298848811413,33.4190896789924,46.0992411714286,2,"2023/2024","Jun"
2023-06-01,"AMBOHIMANGA DU SUD",NA,370,487,640,23420,NA,15.8169728894611,20.7794898936545,27.3083387631398,2,"2023/2024","Jun"
2023-06-01,"AMBOHIMIERA",NA,359,487,664,17893,NA,20.0579325582822,27.2436734659754,37.0837745963166,2,"2023/2024","Jun"
2023-06-01,"AMPASINAMBO",NA,62,103,171,3983,NA,15.6451721996495,25.8594610219526,42.8277871282328,2,"2023/2024","Jun"
2023-06-01,"ANALAMPASINA",NA,174,241,333,7774,NA,22.4126389971878,30.9863977952585,42.8594405608713,2,"2023/2024","Jun"
2023-06-01,"ANDRORANGAVOLA",NA,361,484,649,18495,NA,19.5307388866324,26.1573630640449,35.0671763564657,2,"2023/2024","Jun"
2023-06-01,"ANTARETRA",NA,379,501,663,12532,NA,30.2752943018484,40.0111873029829,52.8841402553649,2,"2023/2024","Jun"
2023-06-01,"ANTSINDRA",NA,205,288,404,8131,NA,25.2499950165006,35.4174004113458,49.6914709930934,2,"2023/2024","Jun"
2023-06-01,"FASINTSARA",NA,206,277,372,14888,NA,13.8350393737482,18.5890818021387,24.9785174330901,2,"2023/2024","Jun"
2023-06-01,"IFANADIANA",NA,227,298,391,21864,NA,10.3687585679699,13.6159148178851,17.8805317944732,2,"2023/2024","Jun"
2023-06-01,"KELILALINA",NA,290,373,482,15981,NA,18.1212762268625,23.3693888030214,30.137938464113,2,"2023/2024","Jun"
2023-06-01,"MAROHARATRA",NA,408,554,754,15179,NA,26.8849487684508,36.5021402675825,49.6454673520012,2,"2023/2024","Jun"
2023-06-01,"MAROTOKO",NA,343,483,680,8741,NA,39.2746726131589,55.2203711992402,77.7616998876759,2,"2023/2024","Jun"
2023-06-01,"RANOMAFANA",NA,94,130,180,16669,NA,5.66274361482655,7.80717826061052,10.7694231282626,2,"2023/2024","Jun"
2023-06-01,"TSARATANANA",NA,663,855,1102,31318,NA,21.1648035720554,27.2935275972889,35.2030828855641,2,"2023/2024","Jun"
2023-07-01,"AMBIABE",NA,248,353,504,12075,NA,20.5054011787121,29.2689843345406,41.7789509047767,2,"2023/2024","Jul"
2023-07-01,"AMBOHIMANGA DU SUD",NA,242,329,447,23480,NA,10.2937142439076,14.0046355345919,19.057468474559,2,"2023/2024","Jul"
2023-07-01,"AMBOHIMIERA",NA,269,377,527,17937,NA,15.0217008089931,20.9960540922557,29.4007041972793,2,"2023/2024","Jul"
2023-07-01,"AMPASINAMBO",NA,34,62,113,3994,NA,8.38788316567929,15.4000328372774,28.2693147089685,2,"2023/2024","Jul"
2023-07-01,"ANALAMPASINA",NA,182,263,381,7792,NA,23.363225613268,33.7905759762325,48.8930290436798,2,"2023/2024","Jul"
2023-07-01,"ANDRORANGAVOLA",NA,375,511,696,18541,NA,20.2112265680884,27.5428308244551,37.564721058337,2,"2023/2024","Jul"
2023-07-01,"ANTARETRA",NA,184,247,333,12564,NA,14.6165732253719,19.6950176057923,26.5374059214897,2,"2023/2024","Jul"
2023-07-01,"ANTSINDRA",NA,110,163,242,8151,NA,13.4913998385696,20.0223202748051,29.7210532424919,2,"2023/2024","Jul"
2023-07-01,"FASINTSARA",NA,163,231,326,14925,NA,10.9376659956512,15.4490741511671,21.8209288229509,2,"2023/2024","Jul"
2023-07-01,"IFANADIANA",NA,106,144,195,21917,NA,4.84334219030281,6.57125821919412,8.91458572481443,2,"2023/2024","Jul"
2023-07-01,"KELILALINA",NA,300,393,514,16020,NA,18.734676151972,24.5268369926331,32.1105220882138,2,"2023/2024","Jul"
2023-07-01,"MAROHARATRA",NA,358,494,683,15220,NA,23.5105230757752,32.4633570962964,44.8875403512972,2,"2023/2024","Jul"
2023-07-01,"MAROTOKO",NA,171,257,388,8764,NA,19.4805182020946,29.3521197379591,44.2611263806028,2,"2023/2024","Jul"
2023-07-01,"RANOMAFANA",NA,89,129,187,16711,NA,5.34580746697526,7.73239277967767,11.1854658394189,2,"2023/2024","Jul"
2023-07-01,"TSARATANANA",NA,652,850,1108,31394,NA,20.7801171474661,27.0790099864907,35.2918567067477,2,"2023/2024","Jul"
2023-08-01,"AMBIABE",NA,167,254,388,12100,NA,13.7674309276042,21.0122836312135,32.0619673751521,2,"2023/2024","Aug"
2023-08-01,"AMBOHIMANGA DU SUD",NA,222,305,419,23532,NA,9.43010638928354,12.9496805337388,17.7847644622583,2,"2023/2024","Aug"
2023-08-01,"AMBOHIMIERA",NA,126,184,268,17975,NA,6.99334723039136,10.2116337502183,14.9334776698023,2,"2023/2024","Aug"
2023-08-01,"AMPASINAMBO",NA,34,60,108,4003,NA,8.48608191536292,15.1115294196562,26.9268415576492,2,"2023/2024","Aug"
2023-08-01,"ANALAMPASINA",NA,119,182,279,7807,NA,15.2442875783487,23.3394251592464,35.7339465673637,2,"2023/2024","Aug"
2023-08-01,"ANDRORANGAVOLA",NA,264,370,518,18581,NA,14.1979507094197,19.8888692708792,27.8776583709024,2,"2023/2024","Aug"
2023-08-01,"ANTARETRA",NA,146,207,292,12590,NA,11.6200701863497,16.4286076430504,23.2268354041604,2,"2023/2024","Aug"
2023-08-01,"ANTSINDRA",NA,32,61,119,8169,NA,3.9290943665535,7.52667878971981,14.508033751581,2,"2023/2024","Aug"
2023-08-01,"FASINTSARA",NA,212,298,420,14955,NA,14.1937773474075,19.9587393862832,28.0692499824002,2,"2023/2024","Aug"
2023-08-01,"IFANADIANA",NA,129,176,239,21965,NA,5.88339582640853,7.99311368047498,10.859969317431,2,"2023/2024","Aug"
2023-08-01,"KELILALINA",NA,254,340,456,16054,NA,15.8200324474939,21.2075590479929,28.4300218198689,2,"2023/2024","Aug"
2023-08-01,"MAROHARATRA",NA,251,370,547,15249,NA,16.4677764746509,24.2882944728837,35.8662624224784,2,"2023/2024","Aug"
2023-08-01,"MAROTOKO",NA,188,273,397,8783,NA,21.4219097901992,31.1282141352449,45.2544814653719,2,"2023/2024","Aug"
2023-08-01,"RANOMAFANA",NA,67,103,158,16748,NA,4.01085353720698,6.14759581265991,9.42353393509378,2,"2023/2024","Aug"
2023-08-01,"TSARATANANA",NA,355,478,642,31459,NA,11.292800810589,15.1789483279354,20.4024751261639,2,"2023/2024","Aug"
2023-09-01,"AMBIABE",NA,219,337,520,12129,NA,18.0306153957986,27.789801091694,42.8557819624558,2,"2023/2024","Sep"
2023-09-01,"AMBOHIMANGA DU SUD",NA,251,349,484,23588,NA,10.6606099807082,14.7947003590502,20.5352631592637,2,"2023/2024","Sep"
2023-09-01,"AMBOHIMIERA",NA,59,92,142,18020,NA,3.29451852262274,5.08844424434702,7.87449887787144,2,"2023/2024","Sep"
2023-09-01,"AMPASINAMBO",NA,51,86,145,4012,NA,12.7257819839808,21.3930972236968,36.0386964801025,2,"2023/2024","Sep"
2023-09-01,"ANALAMPASINA",NA,117,177,268,7828,NA,14.9084695507352,22.5803687470875,34.2110823659602,2,"2023/2024","Sep"
2023-09-01,"ANDRORANGAVOLA",NA,336,482,690,18626,NA,18.0509028949885,25.8510443474678,37.0489484635807,2,"2023/2024","Sep"
2023-09-01,"ANTARETRA",NA,145,206,292,12621,NA,11.5054155056236,16.3283129046507,23.1672040605375,2,"2023/2024","Sep"
2023-09-01,"ANTSINDRA",NA,128,193,290,8189,NA,15.6247777031929,23.5127494803971,35.3899022214437,2,"2023/2024","Sep"
2023-09-01,"FASINTSARA",NA,127,181,258,14991,NA,8.43853761606924,12.0496855467609,17.2022656107463,2,"2023/2024","Sep"
2023-09-01,"IFANADIANA",NA,109,150,205,22017,NA,4.9609100338579,6.80293891970663,9.32759716211409,2,"2023/2024","Sep"
2023-09-01,"KELILALINA",NA,136,188,258,16094,NA,8.46278144296169,11.6537975304052,16.0451663530491,2,"2023/2024","Sep"
2023-09-01,"MAROHARATRA",NA,105,157,233,15288,NA,6.87779421365095,10.2406044210362,15.2706557581882,2,"2023/2024","Sep"
2023-09-01,"MAROTOKO",NA,181,275,418,8804,NA,20.5763933093908,31.2480526778625,47.4950887417989,2,"2023/2024","Sep"
2023-09-01,"RANOMAFANA",NA,63,97,151,16786,NA,3.75428252936075,5.80585285449556,8.97918936912845,2,"2023/2024","Sep"
2023-09-01,"TSARATANANA",NA,324,442,602,31535,NA,10.2858966030256,14.0149868675522,19.0947826453514,2,"2023/2024","Sep"
2023-10-01,"AMBIABE",NA,207,295,421,12157,NA,17.0395285570187,24.2921402615642,34.6288011770703,2,"2023/2024","Oct"
2023-10-01,"AMBOHIMANGA DU SUD",NA,367,490,653,23640,NA,15.5358589420577,20.7151826457453,27.629483533818,2,"2023/2024","Oct"
2023-10-01,"AMBOHIMIERA",NA,247,353,506,18057,NA,13.6545333565176,19.5371782645692,27.9973849669595,2,"2023/2024","Oct"
2023-10-01,"AMPASINAMBO",NA,50,84,141,4021,NA,12.4784237654785,20.9284014871236,35.1374962314339,2,"2023/2024","Oct"
2023-10-01,"ANALAMPASINA",NA,113,169,254,7845,NA,14.3671498912592,21.5649415231104,32.3688359226535,2,"2023/2024","Oct"
2023-10-01,"ANDRORANGAVOLA",NA,297,411,570,18668,NA,15.9116141075129,22.0288233035936,30.516283108087,2,"2023/2024","Oct"
2023-10-01,"ANTARETRA",NA,242,327,440,12648,NA,19.1650569494174,25.8338643082019,34.8227654081803,2,"2023/2024","Oct"
2023-10-01,"ANTSINDRA",NA,233,337,487,8206,NA,28.3585861271645,41.0243762983618,59.3641113474142,2,"2023/2024","Oct"
2023-10-01,"FASINTSARA",NA,237,326,449,15026,NA,15.7833402128544,21.7071321511973,29.8535534344303,2,"2023/2024","Oct"
2023-10-01,"IFANADIANA",NA,230,309,414,22066,NA,10.4158373679598,13.9869593450685,18.7819848489656,2,"2023/2024","Oct"
2023-10-01,"KELILALINA",NA,218,290,387,16129,NA,13.5053051411204,18.0008509472989,23.9916371053136,2,"2023/2024","Oct"
2023-10-01,"MAROHARATRA",NA,198,278,392,15321,NA,12.9183400730728,18.1673583508206,25.5834758281509,2,"2023/2024","Oct"
2023-10-01,"MAROTOKO",NA,260,380,555,8823,NA,29.4524481716783,43.026353930302,62.9467984348526,2,"2023/2024","Oct"
2023-10-01,"RANOMAFANA",NA,77,112,162,16825,NA,4.59797016450905,6.66396838506067,9.65791321123428,2,"2023/2024","Oct"
2023-10-01,"TSARATANANA",NA,627,824,1083,31606,NA,19.8270040088521,26.0606892775065,34.2559934328613,2,"2023/2024","Oct"
2023-11-01,"AMBIABE",NA,501,690,952,12183,NA,41.0855440919674,56.6402012287723,78.1169587097819,2,"2023/2024","Nov"
2023-11-01,"AMBOHIMANGA DU SUD",NA,871,1127,1459,23695,NA,36.7734190880834,47.5797303730114,61.5840652818861,2,"2023/2024","Nov"
2023-11-01,"AMBOHIMIERA",NA,838,1126,1515,18101,NA,46.3195055774691,62.1994376840624,83.6942270898637,2,"2023/2024","Nov"
2023-11-01,"AMPASINAMBO",NA,103,151,222,4030,NA,25.5681182676733,37.5256780275928,55.1964193943144,2,"2023/2024","Nov"
2023-11-01,"ANALAMPASINA",NA,313,434,603,7861,NA,39.7719036156714,55.2220810760168,76.7159806255997,2,"2023/2024","Nov"
2023-11-01,"ANDRORANGAVOLA",NA,547,724,959,18711,NA,29.2509652383049,38.7052637644955,51.2614606612313,2,"2023/2024","Nov"
2023-11-01,"ANTARETRA",NA,506,668,883,12678,NA,39.878110971528,52.691931026135,69.629476763389,2,"2023/2024","Nov"
2023-11-01,"ANTSINDRA",NA,386,536,745,8226,NA,46.8884641288864,65.1446862763595,90.5290409876078,2,"2023/2024","Nov"
2023-11-01,"FASINTSARA",NA,611,804,1058,15059,NA,40.6015335081844,53.4013278877036,70.2427565129415,2,"2023/2024","Nov"
2023-11-01,"IFANADIANA",NA,570,754,997,22118,NA,25.7856849410217,34.0847559577871,45.0587394638907,2,"2023/2024","Nov"
2023-11-01,"KELILALINA",NA,468,610,794,16167,NA,28.9755082818818,37.7290643982049,49.1270530926697,2,"2023/2024","Nov"
2023-11-01,"MAROHARATRA",NA,625,837,1123,15357,NA,40.7083225079992,54.5161083959887,73.1447911820618,2,"2023/2024","Nov"
2023-11-01,"MAROTOKO",NA,483,675,945,8843,NA,54.5638895795625,76.2814546746489,106.817996198265,2,"2023/2024","Nov"
2023-11-01,"RANOMAFANA",NA,182,258,367,16863,NA,10.7699286227543,15.301644382953,21.7509461503782,2,"2023/2024","Nov"
2023-11-01,"TSARATANANA",NA,1367,1766,2282,31679,NA,43.1554669766397,55.755317669518,72.0482412085186,2,"2023/2024","Nov"
2023-12-01,"AMBIABE",NA,973,1333,1828,12211,NA,79.6858396553518,109.184908756,149.662948669996,2,"2023/2024","Dec"
2023-12-01,"AMBOHIMANGA DU SUD",NA,1590,2054,2655,23749,NA,66.9612379245602,86.5007041850999,111.781925136181,2,"2023/2024","Dec"
2023-12-01,"AMBOHIMIERA",NA,1507,2021,2715,18142,NA,83.0625421730005,111.39382847689,149.671461839624,2,"2023/2024","Dec"
2023-12-01,"AMPASINAMBO",NA,194,283,414,4039,NA,47.9927347630203,70.0629436490293,102.436921069983,2,"2023/2024","Dec"
2023-12-01,"ANALAMPASINA",NA,408,564,781,7879,NA,51.7872155574686,71.6256145760293,99.0936883318877,2,"2023/2024","Dec"
2023-12-01,"ANDRORANGAVOLA",NA,881,1163,1537,18753,NA,46.95749964214,62.0209246415964,81.9766762042804,2,"2023/2024","Dec"
2023-12-01,"ANTARETRA",NA,947,1250,1649,12706,NA,74.5310070734021,98.3462111563497,129.778797810733,2,"2023/2024","Dec"
2023-12-01,"ANTSINDRA",NA,587,805,1105,8244,NA,71.2355160432557,97.6887927725188,134.022231822332,2,"2023/2024","Dec"
2023-12-01,"FASINTSARA",NA,932,1223,1603,15095,NA,61.774070033492,80.9925335166657,106.196993367886,2,"2023/2024","Dec"
2023-12-01,"IFANADIANA",NA,736,975,1291,22167,NA,33.2041023437883,43.9835540337628,58.2590059405332,2,"2023/2024","Dec"
2023-12-01,"KELILALINA",NA,1047,1358,1761,16203,NA,64.6468439037158,83.8159801900901,108.668624072509,2,"2023/2024","Dec"
2023-12-01,"MAROHARATRA",NA,855,1134,1508,15390,NA,55.5248601760309,73.6870774729702,97.9538751888642,2,"2023/2024","Dec"
2023-12-01,"MAROTOKO",NA,637,884,1227,8863,NA,71.8939426752336,99.6853280486019,138.398785662377,2,"2023/2024","Dec"
2023-12-01,"RANOMAFANA",NA,433,611,862,16901,NA,25.6347506673102,36.1587943578024,51.0277200716983,2,"2023/2024","Dec"
2023-12-01,"TSARATANANA",NA,2412,3105,3998,31747,NA,75.9629564719187,97.7920759804136,125.919377992665,2,"2023/2024","Dec"
2024-01-01,"AMBIABE",NA,1875,2536,3432,12242,NA,153.155098097358,207.177723708153,280.352514632064,2,"2023/2024","Jan"
2024-01-01,"AMBOHIMANGA DU SUD",NA,1605,2064,2653,23813,NA,67.4143906122366,86.6552906343181,111.425995053493,2,"2023/2024","Jan"
2024-01-01,"AMBOHIMIERA",NA,1725,2294,3057,18189,NA,94.859268476971,126.14573196067,168.096060860936,2,"2023/2024","Jan"
2024-01-01,"AMPASINAMBO",NA,337,472,664,4051,NA,83.0679047830764,116.602403590414,163.96376592844,2,"2023/2024","Jan"
2024-01-01,"ANALAMPASINA",NA,651,885,1204,7902,NA,82.3707192880893,112.002705509594,152.339656515118,2,"2023/2024","Jan"
2024-01-01,"ANDRORANGAVOLA",NA,1113,1456,1905,18801,NA,59.1996609111926,77.4270953051922,101.344364913662,2,"2023/2024","Jan"
2024-01-01,"ANTARETRA",NA,1500,1960,2559,12740,NA,117.775469403261,153.811787478417,200.893340752178,2,"2023/2024","Jan"
2024-01-01,"ANTSINDRA",NA,599,815,1108,8266,NA,72.4952500859766,98.5685199314215,134.04246775044,2,"2023/2024","Jan"
2024-01-01,"FASINTSARA",NA,1448,1877,2432,15134,NA,95.6906122637068,124.003410221512,160.710451607613,2,"2023/2024","Jan"
2024-01-01,"IFANADIANA",NA,1614,2104,2742,22221,NA,72.6407697937896,94.6721017470436,123.38763004592,2,"2023/2024","Jan"
2024-01-01,"KELILALINA",NA,1461,1882,2425,16245,NA,89.923507040932,115.862007446518,149.274941567789,2,"2023/2024","Jan"
2024-01-01,"MAROHARATRA",NA,1067,1405,1853,15433,NA,69.1296930333829,91.0344651730528,120.085683413446,2,"2023/2024","Jan"
2024-01-01,"MAROTOKO",NA,896,1225,1675,8888,NA,100.863190550606,137.774803282064,188.457405497194,2,"2023/2024","Jan"
2024-01-01,"RANOMAFANA",NA,800,1081,1462,16944,NA,47.2061018208493,63.8071893696825,86.274235060351,2,"2023/2024","Jan"
2024-01-01,"TSARATANANA",NA,3321,4263,5473,31832,NA,104.321003838251,133.915813141173,171.947826336366,2,"2023/2024","Jan"
2024-02-01,"AMBIABE",NA,1856,2527,3442,12267,NA,151.287172271498,205.960041199109,280.55140407891,2,"2023/2024","Feb"
2024-02-01,"AMBOHIMANGA DU SUD",NA,1186,1522,1953,23856,NA,49.7090929658367,63.781786307494,81.8698701759361,2,"2023/2024","Feb"
2024-02-01,"AMBOHIMIERA",NA,1888,2509,3340,18224,NA,103.621197653371,137.659412750157,183.300298916023,2,"2023/2024","Feb"
2024-02-01,"AMPASINAMBO",NA,389,547,770,4058,NA,95.9676430196904,134.802284582663,189.684774754563,2,"2023/2024","Feb"
2024-02-01,"ANALAMPASINA",NA,607,815,1094,7917,NA,76.6619241490241,102.887958663721,138.154621607415,2,"2023/2024","Feb"
2024-02-01,"ANDRORANGAVOLA",NA,1117,1463,1917,18838,NA,59.3022042231919,77.6506757043915,101.761110974169,2,"2023/2024","Feb"
2024-02-01,"ANTARETRA",NA,1285,1681,2199,12764,NA,100.678133517237,131.690619150896,172.280532101464,2,"2023/2024","Feb"
2024-02-01,"ANTSINDRA",NA,513,698,950,8282,NA,61.999835018679,84.3058552540547,114.678937929636,2,"2023/2024","Feb"
2024-02-01,"FASINTSARA",NA,1275,1646,2125,15160,NA,84.1169513878911,108.566170600978,140.142057795601,2,"2023/2024","Feb"
2024-02-01,"IFANADIANA",NA,1334,1741,2271,22268,NA,59.9161200194218,78.1744192218211,102.002588154805,2,"2023/2024","Feb"
2024-02-01,"KELILALINA",NA,1636,2107,2712,16277,NA,100.531984507293,129.428872643257,166.63375719892,2,"2023/2024","Feb"
2024-02-01,"MAROHARATRA",NA,1300,1708,2247,15460,NA,84.1084338695483,110.45928213364,145.328157890238,2,"2023/2024","Feb"
2024-02-01,"MAROTOKO",NA,699,958,1314,8906,NA,78.4780338903529,107.515443892601,147.511004501361,2,"2023/2024","Feb"
2024-02-01,"RANOMAFANA",NA,720,975,1320,16979,NA,42.4299880561209,57.4326229705735,77.7578728936958,2,"2023/2024","Feb"
2024-02-01,"TSARATANANA",NA,3344,4290,5506,31897,NA,104.843339068763,134.506228384997,172.613432180269,2,"2023/2024","Feb"
2024-03-01,"AMBIABE",NA,1503,2035,2756,12296,NA,122.214771257104,165.493256869028,224.14593820204,2,"2023/2024","Mar"
2024-03-01,"AMBOHIMANGA DU SUD",NA,1366,1746,2234,23913,NA,57.1272896947512,73.0343962958016,93.4094818559271,2,"2023/2024","Mar"
2024-03-01,"AMBOHIMIERA",NA,1839,2436,3234,18267,NA,100.651368324759,133.335643288074,177.028954381002,2,"2023/2024","Mar"
2024-03-01,"AMPASINAMBO",NA,536,752,1056,4067,NA,131.793942882947,184.83585232682,259.7155490824,2,"2023/2024","Mar"
2024-03-01,"ANALAMPASINA",NA,710,952,1277,7935,NA,89.4524246712825,119.973314209656,160.980438061012,2,"2023/2024","Mar"
2024-03-01,"ANDRORANGAVOLA",NA,1151,1498,1953,18883,NA,60.9531858646819,79.3569926408837,103.416950707349,2,"2023/2024","Mar"
2024-03-01,"ANTARETRA",NA,1695,2205,2868,12794,NA,132.518759406246,172.338862336056,224.158326909572,2,"2023/2024","Mar"
2024-03-01,"ANTSINDRA",NA,511,703,968,8302,NA,61.4992991346944,84.6563963470964,116.564015840774,2,"2023/2024","Mar"
2024-03-01,"FASINTSARA",NA,1677,2159,2779,15198,NA,110.336355378722,142.036470900582,182.874011002401,2,"2023/2024","Mar"
2024-03-01,"IFANADIANA",NA,1611,2097,2729,22321,NA,72.1654350018081,93.9294274044764,122.264097093884,2,"2023/2024","Mar"
2024-03-01,"KELILALINA",NA,2548,3270,4196,16315,NA,156.202116641723,200.42546398139,257.180429170966,2,"2023/2024","Mar"
2024-03-01,"MAROHARATRA",NA,1373,1797,2356,15498,NA,88.5770672620263,115.921399880333,151.99989342687,2,"2023/2024","Mar"
2024-03-01,"MAROTOKO",NA,971,1323,1805,8927,NA,108.75555935789,148.202361138994,202.239083905416,2,"2023/2024","Mar"
2024-03-01,"RANOMAFANA",NA,867,1168,1573,17020,NA,50.957270703907,68.6085142147524,92.4206014436307,2,"2023/2024","Mar"
2024-03-01,"TSARATANANA",NA,3980,5098,6531,31971,NA,124.497858605165,159.44965398892,204.278171878099,2,"2023/2024","Mar"
2024-04-01,"AMBIABE",NA,1130,1530,2073,12325,NA,91.6480582211385,124.122020070077,168.162052324724,2,"2023/2024","Apr"
2024-04-01,"AMBOHIMANGA DU SUD",NA,1181,1513,1939,23969,NA,49.2802907856698,63.1210442753509,80.885473459763,2,"2023/2024","Apr"
2024-04-01,"AMBOHIMIERA",NA,1601,2127,2831,18310,NA,87.4653358698006,116.15981583503,154.618283728235,2,"2023/2024","Apr"
2024-04-01,"AMPASINAMBO",NA,333,469,662,4076,NA,81.7978931451746,115.160999296051,162.49210856229,2,"2023/2024","Apr"
2024-04-01,"ANALAMPASINA",NA,538,724,975,7955,NA,67.6078386738841,91.0228207801005,122.612730385641,2,"2023/2024","Apr"
2024-04-01,"ANDRORANGAVOLA",NA,986,1286,1677,18926,NA,52.1068077730252,67.9235816662203,88.6218093048192,2,"2023/2024","Apr"
2024-04-01,"ANTARETRA",NA,1332,1735,2260,12823,NA,103.912896150651,135.315204233269,176.226954937901,2,"2023/2024","Apr"
2024-04-01,"ANTSINDRA",NA,701,948,1281,8322,NA,84.2761271916625,113.873747985755,153.927429105041,2,"2023/2024","Apr"
2024-04-01,"FASINTSARA",NA,1137,1466,1891,15234,NA,74.619661395648,96.2401085330137,124.143917387432,2,"2023/2024","Apr"
2024-04-01,"IFANADIANA",NA,1072,1400,1829,22372,NA,47.9137152753771,62.5899378329873,81.766034180108,2,"2023/2024","Apr"
2024-04-01,"KELILALINA",NA,1326,1706,2196,16352,NA,81.0827168536799,104.339729078609,134.270353346562,2,"2023/2024","Apr"
2024-04-01,"MAROHARATRA",NA,1304,1711,2249,15533,NA,83.9782103294091,110.172184513089,144.802294681076,2,"2023/2024","Apr"
2024-04-01,"MAROTOKO",NA,788,1071,1458,8948,NA,88.0297823641909,119.670745283062,162.939045422608,2,"2023/2024","Apr"
2024-04-01,"RANOMAFANA",NA,542,744,1020,17058,NA,31.7998604085867,43.5929731312319,59.8021011126228,2,"2023/2024","Apr"
2024-04-01,"TSARATANANA",NA,2661,3398,4340,32047,NA,83.0269762990394,106.020842910459,135.419359620391,2,"2023/2024","Apr"
2024-05-01,"AMBIABE",NA,673,922,1263,12354,NA,54.4529720972041,74.6166209960696,102.265139844257,1,"2024/2025","May"
2024-05-01,"AMBOHIMANGA DU SUD",NA,934,1203,1549,24025,NA,38.8850232027583,50.0655804888086,64.4906187598996,1,"2024/2025","May"
2024-05-01,"AMBOHIMIERA",NA,929,1248,1680,18352,NA,50.6149856872374,67.9894385796988,91.5327724947267,1,"2024/2025","May"
2024-05-01,"AMPASINAMBO",NA,143,214,322,4087,NA,34.9315919288163,52.3901181996496,78.7482642569224,1,"2024/2025","May"
2024-05-01,"ANALAMPASINA",NA,345,473,649,7973,NA,43.2410065171312,59.3042750801876,81.3782820520574,1,"2024/2025","May"
2024-05-01,"ANDRORANGAVOLA",NA,689,914,1215,18973,NA,36.2969281204135,48.1788570434775,64.024720420241,1,"2024/2025","May"
2024-05-01,"ANTARETRA",NA,715,936,1227,12856,NA,55.5778712978911,72.8215714778742,95.4350969000268,1,"2024/2025","May"
2024-05-01,"ANTSINDRA",NA,566,776,1066,8340,NA,67.8231559760845,93.0784424149383,127.779776945636,1,"2024/2025","May"
2024-05-01,"FASINTSARA",NA,777,1006,1303,15270,NA,50.886673784786,65.8893284427964,85.3357860128759,1,"2024/2025","May"
2024-05-01,"IFANADIANA",NA,649,848,1108,22425,NA,28.9443382680764,37.8171197697254,49.4170248933301,1,"2024/2025","May"
2024-05-01,"KELILALINA",NA,614,791,1019,16393,NA,37.4527016479,48.2438006477216,62.1467462033792,1,"2024/2025","May"
2024-05-01,"MAROHARATRA",NA,1019,1345,1780,15571,NA,65.419785075931,86.3948976298309,114.3157602031,1,"2024/2025","May"
2024-05-01,"MAROTOKO",NA,552,773,1083,8968,NA,61.5621009499844,86.1441701702375,120.738289992343,1,"2024/2025","May"
2024-05-01,"RANOMAFANA",NA,265,360,489,17099,NA,15.5169715588792,21.0537788116192,28.5855608843774,1,"2024/2025","May"
2024-05-01,"TSARATANANA",NA,1707,2184,2796,32121,NA,53.1458432954629,68.0034338526095,87.0374873567108,1,"2024/2025","May"
2024-06-01,"AMBIABE",NA,417,576,796,12381,NA,33.7206234664391,46.553818350853,64.2801422169944,1,"2024/2025","Jun"
2024-06-01,"AMBOHIMANGA DU SUD",NA,544,714,938,24079,NA,22.5967636723441,29.664805348036,38.9560798867823,1,"2024/2025","Jun"
2024-06-01,"AMBOHIMIERA",NA,495,673,917,18394,NA,26.9344889454366,36.6115785621262,49.8739197788239,1,"2024/2025","Jun"
2024-06-01,"AMPASINAMBO",NA,94,156,260,4096,NA,23.0466321478,38.1818454639294,63.3618195440216,1,"2024/2025","Jun"
2024-06-01,"ANALAMPASINA",NA,241,334,462,7992,NA,30.1782587597403,41.7470569135052,57.7762126367176,1,"2024/2025","Jun"
2024-06-01,"ANDRORANGAVOLA",NA,506,680,914,19014,NA,26.6238498736642,35.7473172880579,48.0508448251249,1,"2024/2025","Jun"
2024-06-01,"ANTARETRA",NA,514,676,890,12883,NA,39.8660009112369,52.4671125049219,69.0617917445223,1,"2024/2025","Jun"
2024-06-01,"ANTSINDRA",NA,290,407,570,8360,NA,34.7418685110116,48.6831232076911,68.2371082801302,1,"2024/2025","Jun"
2024-06-01,"FASINTSARA",NA,321,435,591,15303,NA,20.9556301934978,28.448037628016,38.6253929500937,1,"2024/2025","Jun"
2024-06-01,"IFANADIANA",NA,318,419,552,22475,NA,14.1645926697354,18.6498376018735,24.556977335812,1,"2024/2025","Jun"
2024-06-01,"KELILALINA",NA,419,542,702,16430,NA,25.5063170600771,33.0041272817212,42.7074624328254,1,"2024/2025","Jun"
2024-06-01,"MAROHARATRA",NA,630,856,1166,15605,NA,40.3541103417257,54.8732322482343,74.738560186121,1,"2024/2025","Jun"
2024-06-01,"MAROTOKO",NA,490,690,974,8988,NA,54.4779136984764,76.7730552681788,108.361861357834,1,"2024/2025","Jun"
