"comm_fkt","date","inc_lowCI","inc_med","inc_uppCI","inc_true","case_lowCI","case_med","case_uppCI","case_true","pop","hist_year","season","month_lab"
"AMBOHIMIERA_AMBOLO",2022-12-01,56.4151264648072,77.6515567117267,106.879244028221,NA,27,37,50,NA,471,2,"2022/2023","Dec"
"AMBOHIMIERA_ANDEMAKA NORD",2022-12-01,76.688720286858,99.2745538118973,128.518387994137,NA,90,116,151,NA,1172,2,"2022/2023","Dec"
"AMBOHIMIERA_ANDRORANGAVOLA",2022-12-01,40.2029030800972,53.9581725628018,72.4264172213602,NA,30,41,55,NA,758,2,"2022/2023","Dec"
"AMBOHIMIERA_ANTARAMBAKANA",2022-12-01,64.3949085356547,85.4278162093663,113.326383546751,NA,57,75,100,NA,882,2,"2022/2023","Dec"
"AMBOHIMIERA_FALIARIVO",2022-12-01,43.8157141285613,60.7195841841961,84.1350397617392,NA,28,39,54,NA,642,2,"2022/2023","Dec"
"AMBOHIMIERA_FIADANANA NORD",2022-12-01,27.5949118389946,39.7642276590811,57.2892505447435,NA,15,22,32,NA,553,2,"2022/2023","Dec"
"AMBOHIMIERA_MANARINONY",2022-12-01,50.9605804609326,66.8224710816293,87.6288808661631,NA,62,82,107,NA,1220,2,"2022/2023","Dec"
"AMBOHIMIERA_MAROFOTSY",2022-12-01,99.8093329153724,130.82362775976,171.496056280816,NA,82,107,140,NA,818,2,"2022/2023","Dec"
"AMBOHIMIERA_MAROMANANA",2022-12-01,38.1486287337414,51.3624544012842,69.155829460804,NA,72,97,130,NA,1883,2,"2022/2023","Dec"
"AMBOHIMIERA_SAHALALONA",2022-12-01,19.3274625100284,26.0032043235832,34.9859062298846,NA,24,32,43,NA,1239,2,"2022/2023","Dec"
"AMBOHIMIERA_SAHASOMANGANA",2022-12-01,76.7250739031912,99.8907154323955,130.067512357402,NA,103,134,174,NA,1340,2,"2022/2023","Dec"
"AMBOHIMIERA_TSINJORANO",2022-12-01,113.330411880359,147.719047290056,192.556149704822,NA,82,107,140,NA,726,2,"2022/2023","Dec"
"AMBOHIMIERA_VOHIMENA",2022-12-01,70.1664395211806,91.6107564756739,119.612349010067,NA,59,77,100,NA,838,2,"2022/2023","Dec"
"AMPASINAMBO_AMBODIARA NORD",2022-12-01,24.1244735899597,34.7378887185983,50.0295251482743,NA,33,47,68,NA,1366,2,"2022/2023","Dec"
"AMPASINAMBO_AMPASIMBOLA I",2022-12-01,45.6896405076553,65.9239032783011,95.1320807674603,NA,18,26,37,NA,390,2,"2022/2023","Dec"
"AMPASINAMBO_FIADANANA NORD",2022-12-01,53.5641450855359,77.5966788097684,112.422350984654,NA,24,35,51,NA,451,2,"2022/2023","Dec"
"AMPASINAMBO_MORARANO",2022-12-01,14.5244648048146,24.1244736528402,40.0575650026687,NA,7,12,20,NA,505,2,"2022/2023","Dec"
"AMPASINAMBO_SAKAVANANA",2022-12-01,26.2676791892347,37.4838250143184,53.4922728039544,NA,22,31,44,NA,820,2,"2022/2023","Dec"
"AMPASINAMBO_VOLOBE",2022-12-01,34.065773937041,48.9417189241674,70.3136522503377,NA,14,19,28,NA,397,2,"2022/2023","Dec"
"ANALAMPASINA_AMBARO",2022-12-01,16.1346472871067,22.4340964153637,31.192230027133,NA,21,29,41,NA,1302,2,"2022/2023","Dec"
"ANALAMPASINA_AMBOHIMALAZA",2022-12-01,20.9310187820093,28.3100028308489,38.2913209151415,NA,20,26,36,NA,935,2,"2022/2023","Dec"
"ANALAMPASINA_AMBOHIMIARINA",2022-12-01,24.1778626824357,34.9464998060239,50.5075014185543,NA,12,17,24,NA,481,2,"2022/2023","Dec"
"ANALAMPASINA_ANALAMPASINA",2022-12-01,56.3452233534486,76.4467530728433,103.72694462479,NA,78,105,143,NA,1376,2,"2022/2023","Dec"
"ANALAMPASINA_ANALAVORY",2022-12-01,16.6166752416987,22.9909117738924,31.8093898028186,NA,12,16,22,NA,707,2,"2022/2023","Dec"
"ANALAMPASINA_ANDRORANGAVOLA SUD",2022-12-01,69.5158279013233,95.0279088445081,129.912785870435,NA,39,54,74,NA,567,2,"2022/2023","Dec"
"ANALAMPASINA_BETAMPO NORD",2022-12-01,55.1872613181846,77.8268664376049,109.75499350678,NA,41,57,81,NA,738,2,"2022/2023","Dec"
"ANALAMPASINA_MANJIRIANA SUD",2022-12-01,22.4485839450812,31.8976723576699,45.3201155298814,NA,18,25,36,NA,799,2,"2022/2023","Dec"
"ANALAMPASINA_MATSITSIRANO",2022-12-01,35.0620819522906,48.7754675383405,67.8554872477988,NA,27,37,52,NA,761,2,"2022/2023","Dec"
"ANDRORANGAVOLA_AMBALATABAKA",2022-12-01,34.0473264187428,45.0073696533589,59.4941052521302,NA,29,38,50,NA,843,2,"2022/2023","Dec"
"ANDRORANGAVOLA_AMBALAVAONA",2022-12-01,28.989832103269,38.5937857962869,51.3767316454738,NA,31,42,55,NA,1076,2,"2022/2023","Dec"
"ANDRORANGAVOLA_AMBODIARA NORD",2022-12-01,31.0126801963049,40.8397385954669,53.7806977072782,NA,28,37,49,NA,916,2,"2022/2023","Dec"
"ANDRORANGAVOLA_AMBODIFONTSINA",2022-12-01,21.9543823204924,29.5206909391689,39.6922280281901,NA,23,31,42,NA,1058,2,"2022/2023","Dec"
"ANDRORANGAVOLA_AMBODIRORANGA",2022-12-01,46.4184989042431,60.9595001102842,80.0577407366418,NA,48,63,83,NA,1036,2,"2022/2023","Dec"
"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO",2022-12-01,46.9964207796319,67.7100369937597,97.5389120434609,NA,37,53,77,NA,788,2,"2022/2023","Dec"
"ANDRORANGAVOLA_AMBOHIMISAFY",2022-12-01,45.5049053200041,59.3765151583004,77.4793794528935,NA,57,74,96,NA,1242,2,"2022/2023","Dec"
"ANDRORANGAVOLA_AMPASIMPOTSY",2022-12-01,34.5835016143589,45.1951535629769,59.0642980066645,NA,54,71,93,NA,1567,2,"2022/2023","Dec"
"ANDRORANGAVOLA_ANDRORANGAVOLA",2022-12-01,22.5922023532683,29.2877183031243,37.9688231058991,NA,60,78,101,NA,2658,2,"2022/2023","Dec"
"ANDRORANGAVOLA_ANIVORANO",2022-12-01,17.9341447266019,23.2911552912963,30.250097874513,NA,38,49,63,NA,2092,2,"2022/2023","Dec"
"ANDRORANGAVOLA_LAVAKIANJA SUD",2022-12-01,33.2488168648367,45.2794628604205,61.656664875032,NA,27,36,50,NA,803,2,"2022/2023","Dec"
"ANDRORANGAVOLA_MAHASOA",2022-12-01,56.7909434658031,73.8861062272493,96.1316736186185,NA,160,208,271,NA,2820,2,"2022/2023","Dec"
"ANDRORANGAVOLA_MANDRIAPOTSY",2022-12-01,24.4710389222705,34.8541181139537,49.6339331760369,NA,10,14,20,NA,402,2,"2022/2023","Dec"
"ANDRORANGAVOLA_NOSIBE SUD",2022-12-01,27.0429049518262,35.7961902748138,47.3810329704218,NA,25,34,45,NA,940,2,"2022/2023","Dec"
"ANTARETRA_AMBINANIVATOMENA",2022-12-01,82.3799045595875,111.764541054888,151.626288579007,NA,76,104,141,NA,928,2,"2022/2023","Dec"
"ANTARETRA_AMBOATROTROKA",2022-12-01,88.1833879310896,115.794331730432,152.051607604113,NA,144,189,249,NA,1636,2,"2022/2023","Dec"
"ANTARETRA_AMBODIARA I",2022-12-01,55.3119569320136,73.3105782923005,97.1635334993243,NA,41,54,72,NA,742,2,"2022/2023","Dec"
"ANTARETRA_AMBODIROTRA",2022-12-01,38.0522243312599,50.239532132307,66.3284379235205,NA,36,47,62,NA,938,2,"2022/2023","Dec"
"ANTARETRA_AMPASIMBE",2022-12-01,116.957546135868,153.784046685284,202.212573976498,NA,111,146,192,NA,948,2,"2022/2023","Dec"
"ANTARETRA_ANDONABE",2022-12-01,62.8409967120306,82.713341821497,108.870261256049,NA,100,131,172,NA,1584,2,"2022/2023","Dec"
"ANTARETRA_ANDRANOMAITSO",2022-12-01,22.4743686461411,29.3851396621127,38.4213312454401,NA,42,55,73,NA,1888,2,"2022/2023","Dec"
"ANTARETRA_ANTARETRA",2022-12-01,23.4892463586919,30.7154527822034,40.1643441419891,NA,55,72,94,NA,2328,2,"2022/2023","Dec"
"ANTARETRA_BETAMPONA",2022-12-01,25.1165979670927,33.5092504962553,44.7046304300213,NA,14,19,25,NA,570,2,"2022/2023","Dec"
"ANTARETRA_MORAFENO",2022-12-01,67.220126277487,88.757291471579,117.194546313162,NA,54,71,93,NA,796,2,"2022/2023","Dec"
"ANTSINDRA_AMBATOVORY",2022-12-01,23.8945522309233,32.6763879772078,44.6838117147958,NA,42,57,78,NA,1743,2,"2022/2023","Dec"
"ANTSINDRA_AMPITABE",2022-12-01,46.2823932870184,65.3713808975742,92.3257765058099,NA,50,71,101,NA,1090,2,"2022/2023","Dec"
"ANTSINDRA_AMPITOMITA",2022-12-01,58.4156095104474,78.4128471500332,105.262876604504,NA,48,65,87,NA,827,2,"2022/2023","Dec"
"ANTSINDRA_ANIVORANO",2022-12-01,47.8283594256227,65.6295105251766,90.0512283948511,NA,51,70,96,NA,1062,2,"2022/2023","Dec"
"ANTSINDRA_ANTSINDRA",2022-12-01,67.0572968820365,89.6747646259071,119.930505847784,NA,102,136,182,NA,1521,2,"2022/2023","Dec"
"ANTSINDRA_BEFOTAKA",2022-12-01,41.9718127697866,59.1377251154213,83.3185417198442,NA,43,60,85,NA,1020,2,"2022/2023","Dec"
"ANTSINDRA_KIANJAVATO",2022-12-01,77.3554666934649,105.769817425107,144.628323313035,NA,59,80,109,NA,757,2,"2022/2023","Dec"
"FASINTSARA_AMBALAPAISO",2022-12-01,36.8568890575273,48.4905645922191,63.7942362409719,NA,42,55,72,NA,1127,2,"2022/2023","Dec"
"FASINTSARA_AMBATOMANJAKA",2022-12-01,28.2983027946913,36.8620647646,48.0191796482415,NA,32,41,54,NA,1122,2,"2022/2023","Dec"
"FASINTSARA_AMBINANISERY",2022-12-01,53.6688933715361,71.1018299827574,94.1978408909098,NA,25,33,44,NA,463,2,"2022/2023","Dec"
"FASINTSARA_AMBODIARA SUD",2022-12-01,47.1030330967745,60.7416884581625,78.3340244316346,NA,69,89,115,NA,1468,2,"2022/2023","Dec"
"FASINTSARA_AMBODIVOANGY",2022-12-01,32.5419266302113,43.6065255730188,58.4290925073112,NA,24,32,42,NA,723,2,"2022/2023","Dec"
"FASINTSARA_AMBOHINIHAONANA",2022-12-01,43.3731911575514,56.5877859285323,73.8287544563415,NA,32,42,55,NA,749,2,"2022/2023","Dec"
"FASINTSARA_AMBOHITSARA",2022-12-01,55.8047802579524,73.3180676122395,96.331267270478,NA,20,27,35,NA,363,2,"2022/2023","Dec"
"FASINTSARA_ANDRANOMAINTSO",2022-12-01,46.8397725113275,61.7674218382637,81.456866468286,NA,72,95,125,NA,1536,2,"2022/2023","Dec"
"FASINTSARA_ANTENIMBELONA",2022-12-01,28.0175422253774,36.8651422903961,48.5073427334661,NA,36,47,62,NA,1271,2,"2022/2023","Dec"
"FASINTSARA_BEFOTAKA",2022-12-01,60.6514715879014,79.9648187012551,105.42657063999,NA,21,28,37,NA,353,2,"2022/2023","Dec"
"FASINTSARA_FASINTSARA",2022-12-01,54.0790679656621,70.1924771836421,91.1095935510176,NA,57,73,95,NA,1047,2,"2022/2023","Dec"
"FASINTSARA_MANAKANA SUD",2022-12-01,47.8345076908467,62.4550006845778,81.5456748370242,NA,34,45,59,NA,718,2,"2022/2023","Dec"
"FASINTSARA_MAROVORAKA",2022-12-01,34.979029255928,46.1503018379173,60.8874996700314,NA,28,37,48,NA,791,2,"2022/2023","Dec"
"FASINTSARA_SAHAKONDRO",2022-12-01,20.4029311946312,27.5425212162752,37.1787048124704,NA,8,10,14,NA,376,2,"2022/2023","Dec"
"FASINTSARA_TSARAKIANJA",2022-12-01,16.0130811071534,21.1678926343863,27.9816570910439,NA,14,18,24,NA,867,2,"2022/2023","Dec"
"FASINTSARA_TSARARIVOTRA",2022-12-01,84.2395149849212,109.848918118547,143.251701256962,NA,36,47,62,NA,432,2,"2022/2023","Dec"
"FASINTSARA_TSARATANANA",2022-12-01,34.8258448441423,45.6282230392472,59.7816989872961,NA,44,58,76,NA,1277,2,"2022/2023","Dec"
"IFANADIANA_AMBODIARA",2022-12-01,59.7620048280804,78.9661288555372,104.341954637599,NA,116,153,202,NA,1934,2,"2022/2023","Dec"
"IFANADIANA_AMBODIRAFIA II",2022-12-01,22.180737735733,29.4813200839061,39.1847156522898,NA,62,82,109,NA,2785,2,"2022/2023","Dec"
"IFANADIANA_AMBORAKA",2022-12-01,18.9649418719731,25.1017804985952,33.2243385856176,NA,39,52,68,NA,2060,2,"2022/2023","Dec"
"IFANADIANA_ANDRANOFOLAHINA",2022-12-01,17.3381981906186,23.1240962951965,30.8407713344576,NA,25,34,45,NA,1467,2,"2022/2023","Dec"
"IFANADIANA_ANTAFOTENINA",2022-12-01,14.7060785240506,19.4507432797748,25.7258219363521,NA,20,27,35,NA,1367,2,"2022/2023","Dec"
"IFANADIANA_FENOARIVO I",2022-12-01,31.2675569400332,42.1379004052505,56.7852230428933,NA,34,46,61,NA,1082,2,"2022/2023","Dec"
"IFANADIANA_IFANADIANA",2022-12-01,16.3785986798228,21.5699082508249,28.4067951825601,NA,98,129,170,NA,5984,2,"2022/2023","Dec"
"IFANADIANA_MAROMENA",2022-12-01,23.0770630237539,30.5771891066241,40.5150847549069,NA,54,71,94,NA,2329,2,"2022/2023","Dec"
"IFANADIANA_SAHAFITOROKA",2022-12-01,23.3308165911977,30.832424368572,40.7463039466282,NA,60,79,104,NA,2554,2,"2022/2023","Dec"
"KELILALINA_AMBALADINGANA",2022-12-01,66.1419997656508,85.9573540638365,111.708289724675,NA,71,92,119,NA,1066,2,"2022/2023","Dec"
"KELILALINA_AMBODIPAISO NORD",2022-12-01,41.2449612407405,53.5519142462671,69.5300721981414,NA,23,30,39,NA,567,2,"2022/2023","Dec"
"KELILALINA_AMBODIPAISO SUD",2022-12-01,22.8170009879759,29.8279388621504,38.992323883106,NA,18,24,31,NA,802,2,"2022/2023","Dec"
"KELILALINA_AMBODIVOANGY",2022-12-01,43.8150053264896,56.7561318388914,73.5200812526473,NA,53,68,88,NA,1203,2,"2022/2023","Dec"
"KELILALINA_AMBOHINIHAONANA",2022-12-01,43.9684857900606,57.0397193714666,73.996130951208,NA,53,68,88,NA,1196,2,"2022/2023","Dec"
"KELILALINA_AMPITAMBE",2022-12-01,47.3711293124437,61.8823408876515,80.83790981059,NA,20,25,33,NA,412,2,"2022/2023","Dec"
"KELILALINA_ANDRANOMAINTY",2022-12-01,46.0867857576359,59.5247249498129,76.8813816529187,NA,62,81,104,NA,1354,2,"2022/2023","Dec"
"KELILALINA_ANOSY",2022-12-01,51.6755242653064,67.8584504918597,89.1077860475486,NA,27,36,47,NA,526,2,"2022/2023","Dec"
"KELILALINA_FOTSIALANANA",2022-12-01,50.0556427975515,64.6060378161848,83.3882557001764,NA,102,131,169,NA,2031,2,"2022/2023","Dec"
"KELILALINA_KELILALINA",2022-12-01,46.1103317105746,59.4136753055647,76.556115683157,NA,178,230,296,NA,3865,2,"2022/2023","Dec"
"KELILALINA_KIANJANOMBY",2022-12-01,48.7730937154459,63.8749789901676,83.6542751146856,NA,61,80,104,NA,1247,2,"2022/2023","Dec"
"KELILALINA_MANDRIVANY",2022-12-01,27.175700076413,35.1549427245093,45.4771845369534,NA,41,52,68,NA,1491,2,"2022/2023","Dec"
"MAROHARATRA_AMBALAVOLO",2022-12-01,104.698680006657,133.390420223906,169.967013546629,NA,120,153,195,NA,1149,2,"2022/2023","Dec"
"MAROHARATRA_AMBINANINDRANO",2022-12-01,24.4134587694964,32.2311109288255,42.5521629231383,NA,18,24,32,NA,745,2,"2022/2023","Dec"
"MAROHARATRA_AMBODIMANGA",2022-12-01,86.4925132806147,111.715171549554,144.305809745191,NA,57,74,95,NA,660,2,"2022/2023","Dec"
"MAROHARATRA_AMBOHITSARA EST",2022-12-01,32.3149727857599,42.6086354383715,56.182163662638,NA,40,53,70,NA,1238,2,"2022/2023","Dec"
"MAROHARATRA_AMPASIMADINIKA",2022-12-01,27.8471239183351,36.2269090246409,47.1301361631199,NA,24,31,40,NA,859,2,"2022/2023","Dec"
"MAROHARATRA_AMPASIMADINIKAKELY",2022-12-01,43.1612191861636,55.7319221688926,71.9674734071549,NA,37,48,62,NA,866,2,"2022/2023","Dec"
"MAROHARATRA_AMPASIMPOTSY",2022-12-01,38.0585084818776,49.296961735426,63.8564138938163,NA,22,28,37,NA,577,2,"2022/2023","Dec"
"MAROHARATRA_ANIVORANO",2022-12-01,27.0175749466313,37.6362703793998,52.4174227901254,NA,18,25,34,NA,654,2,"2022/2023","Dec"
"MAROHARATRA_ANTANJOMANGA",2022-12-01,19.2241998961493,27.8810657715009,40.4256286187354,NA,15,22,32,NA,785,2,"2022/2023","Dec"
"MAROHARATRA_BETAMPONA NORD",2022-12-01,14.0303565769332,19.0124605279682,25.7646205745931,NA,13,18,24,NA,927,2,"2022/2023","Dec"
"MAROHARATRA_MAHATSARA",2022-12-01,30.8494805198984,41.8390654275521,56.7382169451379,NA,32,44,59,NA,1047,2,"2022/2023","Dec"
"MAROHARATRA_MALAZAMASINA NORD",2022-12-01,24.8044560000436,36.2515812932813,52.9668279983061,NA,16,23,34,NA,641,2,"2022/2023","Dec"
"MAROHARATRA_MALAZAMASINA SUD",2022-12-01,77.6576324294541,107.782689811406,149.593623510298,NA,54,75,104,NA,692,2,"2022/2023","Dec"
"MAROHARATRA_MALEMIAMBO",2022-12-01,14.0955768066784,19.0033858162776,25.6206619017136,NA,9,12,16,NA,644,2,"2022/2023","Dec"
"MAROHARATRA_MANAKANA",2022-12-01,12.9046165098345,18.953123447351,27.8297517106311,NA,7,10,14,NA,508,2,"2022/2023","Dec"
"MAROHARATRA_MAROHARATRA",2022-12-01,38.909218706101,50.3336390211691,65.1159649356348,NA,46,60,77,NA,1184,2,"2022/2023","Dec"
"MAROHARATRA_SAHOMBY",2022-12-01,28.9599545219782,41.3149855899721,58.9251648534081,NA,17,25,35,NA,601,2,"2022/2023","Dec"
"MAROHARATRA_SOANIERANA",2022-12-01,23.396142403673,30.7260127522272,40.3526579710474,NA,14,19,25,NA,616,2,"2022/2023","Dec"
"MAROHARATRA_TANAMBAO OUEST",2022-12-01,21.6558411764859,28.7733664280581,38.2298284998407,NA,12,17,22,NA,576,2,"2022/2023","Dec"
"MAROTOKO_AMBALAVIA",2022-12-01,71.0980547697999,100.710252579153,142.658008089442,NA,40,57,81,NA,565,2,"2022/2023","Dec"
"MAROTOKO_AMBARIJATSY",2022-12-01,53.4928642905898,80.3285147420897,120.620876634752,NA,47,71,106,NA,882,2,"2022/2023","Dec"
"MAROTOKO_AMBATOMITRATRAKA",2022-12-01,137.648277899392,193.817221798544,272.924746078449,NA,63,89,126,NA,460,2,"2022/2023","Dec"
"MAROTOKO_AMBOATROTROKA",2022-12-01,75.4982110635626,102.62318617832,139.494982335809,NA,62,84,114,NA,820,2,"2022/2023","Dec"
"MAROTOKO_AMBODIARA SUD",2022-12-01,31.1336713497852,41.7338736623219,55.9431676907825,NA,28,37,50,NA,897,2,"2022/2023","Dec"
"MAROTOKO_AMBOHIMAHAVELONA",2022-12-01,76.530054333318,107.178189993678,150.090478956179,NA,54,75,105,NA,702,2,"2022/2023","Dec"
"MAROTOKO_KIANJANOMBY",2022-12-01,41.3167879895332,55.2197513252632,73.8032440794425,NA,36,48,65,NA,876,2,"2022/2023","Dec"
"MAROTOKO_MANAMPANDRANA",2022-12-01,32.0333983157326,43.4385222493344,58.9032303141105,NA,20,27,37,NA,633,2,"2022/2023","Dec"
"MAROTOKO_MANDIAFASINA",2022-12-01,49.9086289533416,66.304525514464,88.0870332525706,NA,37,49,64,NA,732,2,"2022/2023","Dec"
"MAROTOKO_MAROTOKO",2022-12-01,23.0302970263538,30.6071234314765,40.6782595590418,NA,47,63,84,NA,2054,2,"2022/2023","Dec"
"RANOMAFANA_AMBATOLAHY",2022-12-01,10.6517001053823,14.8318799691849,20.6535642127894,NA,16,22,31,NA,1507,2,"2022/2023","Dec"
"RANOMAFANA_AMBODIAVIAVY",2022-12-01,13.0725627748006,18.2725059670067,25.5413528069524,NA,16,22,31,NA,1206,2,"2022/2023","Dec"
"RANOMAFANA_AMPASIMPOTSY",2022-12-01,18.3065066673789,25.5172428036109,35.5703449889251,NA,40,56,79,NA,2210,2,"2022/2023","Dec"
"RANOMAFANA_MENARANO",2022-12-01,16.6509833721447,23.2572639031619,32.48490689593,NA,25,35,48,NA,1488,2,"2022/2023","Dec"
"RANOMAFANA_RANOMAFANA",2022-12-01,8.99188797659713,12.5117457448074,17.4102365838323,NA,41,57,79,NA,4532,2,"2022/2023","Dec"
"RANOMAFANA_SAHANDRAZANA",2022-12-01,26.9855682270089,40.3503008300918,60.3267581350973,NA,25,37,55,NA,909,2,"2022/2023","Dec"
"RANOMAFANA_TSARAMANDROSO",2022-12-01,35.7288382921569,49.7418242925397,69.2532564394529,NA,98,136,189,NA,2730,2,"2022/2023","Dec"
"RANOMAFANA_VOHIMARINA",2022-12-01,16.4540006207557,23.602319049726,33.8578688660595,NA,31,44,63,NA,1857,2,"2022/2023","Dec"
"TSARATANANA_AMBALAFARY",2022-12-01,190.766107231633,250.794985893001,329.729351236945,NA,200,264,347,NA,1051,2,"2022/2023","Dec"
"TSARATANANA_AMBALAFATAKANA EST",2022-12-01,127.10568454154,164.221044479467,212.188092112218,NA,122,157,203,NA,957,2,"2022/2023","Dec"
"TSARATANANA_AMBATOHARANANA",2022-12-01,44.8207685145941,56.941756092608,72.3397634441539,NA,97,124,157,NA,2171,2,"2022/2023","Dec"
"TSARATANANA_AMBATOHARANANAKELY",2022-12-01,58.1338097141705,75.5213605312585,98.1037424451989,NA,66,86,112,NA,1139,2,"2022/2023","Dec"
"TSARATANANA_AMBODIGOAVY",2022-12-01,40.5781702765411,51.5749352096447,65.5500511106249,NA,32,41,52,NA,794,2,"2022/2023","Dec"
"TSARATANANA_AMBODIMANGA EST",2022-12-01,20.5414101481127,26.5269326060015,34.2562393524643,NA,42,55,71,NA,2061,2,"2022/2023","Dec"
"TSARATANANA_AMBODIMANGA OUEST",2022-12-01,51.1538757835028,65.3959164533395,83.601755743538,NA,53,68,87,NA,1042,2,"2022/2023","Dec"
"TSARATANANA_AMBODIRAFIA EST",2022-12-01,74.816514193303,96.7076727271352,125.005920608788,NA,126,163,211,NA,1684,2,"2022/2023","Dec"
"TSARATANANA_AMBOHIMASINA",2022-12-01,26.4459923111772,35.231072891809,46.9336296820061,NA,36,49,65,NA,1378,2,"2022/2023","Dec"
"TSARATANANA_AMBOHIMITA",2022-12-01,52.1597211437695,67.8210943356841,88.1876421969057,NA,55,71,93,NA,1049,2,"2022/2023","Dec"
"TSARATANANA_AMBOHINIHAONANA",2022-12-01,68.5802450952809,87.1788737743967,110.820475368225,NA,68,86,109,NA,988,2,"2022/2023","Dec"
"TSARATANANA_AMBOHIPO",2022-12-01,39.7548694911487,50.5705406871616,64.3281855960816,NA,51,65,83,NA,1293,2,"2022/2023","Dec"
"TSARATANANA_AMBOHITSARA I",2022-12-01,28.3625211158401,35.8670042546357,45.3571256936138,NA,64,81,103,NA,2267,2,"2022/2023","Dec"
"TSARATANANA_ANALAMARINA",2022-12-01,76.4738367469137,97.7861491406137,125.046366834842,NA,109,139,177,NA,1419,2,"2022/2023","Dec"
"TSARATANANA_ANDRORANGAVOLA VATOFOTSY",2022-12-01,31.1655858757127,39.7899968553423,50.800068558605,NA,43,54,70,NA,1369,2,"2022/2023","Dec"
"TSARATANANA_ANTARALAVA",2022-12-01,39.6904113859323,51.0765658170913,65.7265442120857,NA,21,26,34,NA,517,2,"2022/2023","Dec"
"TSARATANANA_BEFARY",2022-12-01,61.4767112746751,78.6036260029963,100.499730040528,NA,139,178,227,NA,2261,2,"2022/2023","Dec"
"TSARATANANA_MAROFOTOTRA",2022-12-01,35.2802293111021,45.8872874338804,59.6827659784511,NA,45,59,77,NA,1289,2,"2022/2023","Dec"
"TSARATANANA_SAHOFIKA",2022-12-01,30.0907951748337,38.08465664884,48.2015046921538,NA,45,57,72,NA,1501,2,"2022/2023","Dec"
"TSARATANANA_SANDRAKELY",2022-12-01,74.496777182996,94.1713779856573,119.04144923955,NA,65,82,104,NA,874,2,"2022/2023","Dec"
"TSARATANANA_SANDRASATY",2022-12-01,39.0521031120166,51.7275376802769,68.5167310152293,NA,49,64,85,NA,1245,2,"2022/2023","Dec"
"TSARATANANA_TSARATANANA",2022-12-01,45.2077383935246,56.9630188203521,71.7746729015004,NA,65,82,104,NA,1447,2,"2022/2023","Dec"
"TSARATANANA_VOHITRARIVO",2022-12-01,30.7164530764398,38.8243035528972,49.0714590107716,NA,33,42,53,NA,1089,2,"2022/2023","Dec"
"AMBIABE_AMBALAFASINA",2023-01-01,145.824826740094,206.993024674914,293.82178815715,NA,167,237,337,NA,1147,2,"2022/2023","Jan"
"AMBIABE_AMBALATENINA",2023-01-01,106.490614077345,143.190474179849,192.539029061352,NA,159,214,287,NA,1493,2,"2022/2023","Jan"
"AMBIABE_AMBIABE I",2023-01-01,98.9679848532034,131.696044231657,175.25024890945,NA,326,433,577,NA,3290,2,"2022/2023","Jan"
"AMBIABE_AMBINANINDRANOTELO",2023-01-01,108.842154954066,145.748366180282,195.172265316643,NA,380,509,682,NA,3494,2,"2022/2023","Jan"
"AMBIABE_ANKABOKA",2023-01-01,120.724133504325,161.644064638415,216.432397920501,NA,191,256,343,NA,1583,2,"2022/2023","Jan"
"AMBIABE_SAHAVATANA",2023-01-01,89.9518136935612,122.103545261687,165.754136685648,NA,81,110,149,NA,901,2,"2022/2023","Jan"
"AMBOHIMANGA DU SUD_AMBALAHERANA",2023-01-01,37.6137195410503,48.0344998315704,61.3434852725791,NA,34,43,55,NA,899,2,"2022/2023","Jan"
"AMBOHIMANGA DU SUD_AMBALAVARY",2023-01-01,51.784522405483,66.5578004076628,85.5476142175405,NA,41,53,67,NA,789,2,"2022/2023","Jan"
"AMBOHIMANGA DU SUD_AMBATOFANOKONANA",2023-01-01,32.8559216624559,44.1368112852401,59.2830493210425,NA,23,30,41,NA,685,2,"2022/2023","Jan"
"AMBOHIMANGA DU SUD_AMBILANIBE",2023-01-01,52.499676953225,67.3499473058395,86.4006456101082,NA,33,43,55,NA,633,2,"2022/2023","Jan"
"AMBOHIMANGA DU SUD_AMBODIARA",2023-01-01,34.0439938481012,43.4093685465387,55.3503943867364,NA,11,14,18,NA,329,2,"2022/2023","Jan"
"AMBOHIMANGA DU SUD_AMBODIMANGA NORD",2023-01-01,97.2122988203492,121.580704660238,152.077996704035,NA,127,159,199,NA,1307,2,"2022/2023","Jan"
"AMBOHIMANGA DU SUD_AMBODIRAFIA",2023-01-01,68.3858316585708,86.6504851548856,109.796107010741,NA,77,98,124,NA,1127,2,"2022/2023","Jan"
"AMBOHIMANGA DU SUD_AMBODIVOASARY",2023-01-01,23.8135515006024,31.0324932372901,40.4378552338934,NA,24,32,41,NA,1017,2,"2022/2023","Jan"
"AMBOHIMANGA DU SUD_AMBOHIMANGA SUD",2023-01-01,20.4959025391538,25.7200856571318,32.277606907965,NA,44,55,69,NA,2139,2,"2022/2023","Jan"
"AMBOHIMANGA DU SUD_AMBOHIMIRANTY",2023-01-01,26.6658875409276,33.8476491655758,42.9648535982749,NA,32,40,51,NA,1184,2,"2022/2023","Jan"
"AMBOHIMANGA DU SUD_ANDRORANGAVOLA NORD",2023-01-01,45.3217592291577,58.0541787637508,74.3648662799275,NA,68,87,111,NA,1494,2,"2022/2023","Jan"
